Training pFedFDA...
Round [119/200]  Train Loss [0.4206]     Train Acc [88.84]       Train Time [27.48]
KL Divergence: μ=5.8235
Round [120/200]  Train Loss [0.4094]     Train Acc [89.05]       Test Loss [2.4126]     Test Acc [49.97(11.24)]         Train Time [23.69]
Round [121/200]  Train Loss [0.4256]     Train Acc [88.85]       Train Time [34.83]
Round [122/200]  Train Loss [0.4049]     Train Acc [89.21]       Train Time [25.19]
Round [123/200]  Train Loss [0.4038]     Train Acc [89.12]       Train Time [37.83]
Round [124/200]  Train Loss [0.3906]     Train Acc [89.56]       Train Time [28.93]
Round [125/200]  Train Loss [0.4221]     Train Acc [88.79]       Train Time [28.02]
Round [126/200]  Train Loss [0.3912]     Train Acc [89.55]       Train Time [28.81]
Round [127/200]  Train Loss [0.3845]     Train Acc [89.70]       Train Time [29.83]
Round [128/200]  Train Loss [0.3804]     Train Acc [89.56]       Train Time [29.00]
Round [129/200]  Train Loss [0.4474]     Train Acc [88.11]       Train Time [24.66]
Round [130/200]  Train Loss [0.3923]     Train Acc [89.55]       Train Time [38.17]
Round [131/200]  Train Loss [0.3910]     Train Acc [89.43]       Train Time [30.37]
Round [132/200]  Train Loss [0.3779]     Train Acc [89.72]       Train Time [28.37]
Round [133/200]  Train Loss [0.4203]     Train Acc [88.64]       Train Time [31.20]
Round [134/200]  Train Loss [0.3995]     Train Acc [89.36]       Train Time [25.30]
Round [135/200]  Train Loss [0.4057]     Train Acc [89.29]       Train Time [26.84]
Round [136/200]  Train Loss [0.4013]     Train Acc [89.09]       Train Time [38.23]
Round [137/200]  Train Loss [0.4152]     Train Acc [88.76]       Train Time [29.70]
Round [138/200]  Train Loss [0.4020]     Train Acc [89.16]       Train Time [23.68]
Round [139/200]  Train Loss [0.3764]     Train Acc [89.73]       Train Time [30.45]
KL Divergence: μ=6.1772
Round [140/200]  Train Loss [0.3703]     Train Acc [90.02]       Test Loss [2.3979]     Test Acc [49.41(11.71)]         Train Time [34.56]
Round [141/200]  Train Loss [0.4072]     Train Acc [89.13]       Train Time [29.73]
Round [142/200]  Train Loss [0.3874]     Train Acc [89.62]       Train Time [38.19]
Round [143/200]  Train Loss [0.3427]     Train Acc [90.53]       Train Time [26.32]
Round [144/200]  Train Loss [0.3904]     Train Acc [89.51]       Train Time [27.33]
Round [145/200]  Train Loss [0.3656]     Train Acc [90.20]       Train Time [27.47]
Round [146/200]  Train Loss [0.3841]     Train Acc [89.70]       Train Time [22.04]
Round [147/200]  Train Loss [0.3796]     Train Acc [89.63]       Train Time [31.12]
Round [148/200]  Train Loss [0.3479]     Train Acc [90.54]       Train Time [31.47]
Round [149/200]  Train Loss [0.3861]     Train Acc [89.61]       Train Time [29.92]
Round [150/200]  Train Loss [0.3824]     Train Acc [89.62]       Train Time [34.59]
Round [151/200]  Train Loss [0.3631]     Train Acc [90.22]       Train Time [27.74]
Round [152/200]  Train Loss [0.3604]     Train Acc [90.14]       Train Time [25.86]
Round [153/200]  Train Loss [0.3617]     Train Acc [90.00]       Train Time [23.78]
Round [154/200]  Train Loss [0.3679]     Train Acc [90.04]       Train Time [31.39]
Round [155/200]  Train Loss [0.3506]     Train Acc [90.34]       Train Time [24.91]
Round [156/200]  Train Loss [0.3497]     Train Acc [90.45]       Train Time [18.69]
Round [157/200]  Train Loss [0.3744]     Train Acc [89.82]       Train Time [31.75]
Round [158/200]  Train Loss [0.3486]     Train Acc [90.39]       Train Time [21.56]
Round [159/200]  Train Loss [0.3988]     Train Acc [89.35]       Train Time [35.26]
KL Divergence: μ=6.5330
Round [160/200]  Train Loss [0.3864]     Train Acc [89.74]       Test Loss [2.4108]     Test Acc [50.10(10.59)]         Train Time [21.35]
Round [161/200]  Train Loss [0.3631]     Train Acc [90.08]       Train Time [33.63]
